post_id,post_date,platform,hashtag,content_type,region,views,likes,shares,comments,engagement_level,age_group,locality
Post_4236,2023-07-06,youtube,fashion,video,uk,854031,148948,73678,39332,low,18-24,T Nagar
Post_4237,2023-02-11,instagram,dance,video,brazil,1293217,213794,46740,33829,medium,13-17,Adyar
Post_4238,2022-06-16,twitter,education,shorts,usa,1071793,82545,28397,25073,low,35-50,Porur
Post_4239,2023-10-14,instagram,viral,shorts,india,1575723,253050,16141,35096,high,25-34,Velachery
Post_4240,2023-04-13,tiktok,fitness,shorts,australia,4487202,309686,91035,42034,low,18-24,T Nagar
Post_4241,2023-09-05,youtube,dance,video,canada,398843,185311,90723,1420,low,25-34,Adyar
Post_4242,2022-11-26,tiktok,tech,live stream,canada,239750,232397,49163,20748,high,18-24,Anna Nagar
Post_4243,2023-02-09,instagram,gaming,tweet,australia,1027434,150441,58194,45827,low,25-34,T Nagar
Post_4244,2023-05-30,twitter,dance,post,usa,4602131,356619,50928,18081,low,25-34,Tambaram
Post_4245,2022-12-02,tiktok,comedy,post,canada,620949,146546,84429,28169,low,18-24,Adyar
Post_4246,2022-02-03,instagram,fitness,tweet,brazil,852004,355651,82868,32850,low,35-50,Nungambakkam
Post_4247,2023-10-23,youtube,viral,live stream,india,4278442,428476,2568,28273,high,18-24,Tambaram
Post_4248,2022-03-31,twitter,education,tweet,india,3848380,301810,6280,29762,medium,18-24,OMR
Post_4249,2023-10-08,tiktok,education,post,canada,2574505,125322,94933,48545,low,25-34,T Nagar
Post_4250,2022-07-15,youtube,gaming,shorts,japan,3283134,41122,8713,37710,medium,50+,Velachery
Post_4251,2023-02-06,youtube,challenge,post,japan,746909,45821,7638,15981,low,18-24,T Nagar
Post_4252,2023-09-10,instagram,fitness,live stream,australia,1925512,445030,93050,27310,low,13-17,Porur
Post_4253,2022-12-28,youtube,dance,reel,germany,1705635,340776,13504,41680,high,18-24,T Nagar
Post_4254,2023-07-01,instagram,gaming,tweet,australia,3931634,154021,17016,30829,high,18-24,Anna Nagar
Post_4255,2023-12-12,twitter,dance,video,germany,3447523,43962,51838,30252,low,18-24,Adyar
Post_4256,2022-03-08,tiktok,fashion,video,canada,2783501,63860,82509,16462,high,25-34,Anna Nagar
Post_4257,2022-11-10,tiktok,gaming,tweet,germany,4497476,329836,14346,34972,low,50+,Anna Nagar
Post_4258,2023-11-18,twitter,dance,shorts,germany,3984173,161617,68404,26669,low,25-34,Adyar
Post_4259,2022-08-04,twitter,education,video,japan,3140471,443708,64826,22130,high,25-34,T Nagar
Post_4260,2023-09-20,tiktok,gaming,shorts,brazil,2933626,87518,50945,18643,low,18-24,T Nagar
Post_4261,2023-08-14,instagram,fashion,live stream,usa,1361580,169568,875,22352,medium,13-17,Velachery
Post_4262,2023-08-27,twitter,comedy,live stream,canada,4190571,271397,44550,19615,high,35-50,OMR
Post_4263,2022-03-01,youtube,fitness,live stream,germany,3856845,195911,46850,13291,low,25-34,Adyar
Post_4264,2022-11-13,tiktok,gaming,live stream,canada,233459,290078,20796,13785,low,18-24,Velachery
Post_4265,2022-10-14,tiktok,education,live stream,japan,3961797,253439,67692,7836,medium,25-34,Adyar
Post_4266,2022-03-14,instagram,gaming,live stream,india,4926269,264064,91827,1032,high,18-24,Velachery
Post_4267,2023-08-28,instagram,dance,tweet,japan,3691701,448223,32943,40561,low,25-34,Nungambakkam
Post_4268,2023-01-21,twitter,music,video,usa,2970930,131718,60239,32883,low,18-24,T Nagar
Post_4269,2022-10-15,instagram,fitness,video,canada,3247449,388272,6238,25311,medium,25-34,OMR
Post_4270,2023-06-16,twitter,dance,live stream,germany,3541294,288982,90384,33462,high,50+,Porur
Post_4271,2023-05-02,twitter,fitness,post,india,304335,292726,57503,40349,low,25-34,Tambaram
Post_4272,2022-12-18,youtube,viral,reel,uk,4014231,131648,19628,38051,high,50+,T Nagar
Post_4273,2023-01-02,youtube,fitness,live stream,uk,4067513,313641,41751,34036,high,18-24,Anna Nagar
Post_4274,2023-07-21,twitter,challenge,shorts,canada,2668074,43458,72133,24287,high,25-34,OMR
Post_4275,2022-11-18,twitter,challenge,tweet,germany,4589006,172497,50326,37879,high,25-34,T Nagar
Post_4276,2023-06-17,instagram,education,live stream,germany,635329,151415,59753,29150,medium,25-34,Tambaram
Post_4277,2023-12-09,tiktok,fitness,video,australia,36859,235389,7241,15711,medium,18-24,OMR
Post_4278,2022-09-17,youtube,fitness,reel,japan,1747564,183228,4734,33207,medium,18-24,OMR
Post_4279,2022-12-14,tiktok,music,video,australia,28280,67072,13299,23411,medium,13-17,T Nagar
Post_4280,2022-01-31,youtube,dance,post,australia,566681,324840,68424,1453,medium,18-24,OMR
Post_4281,2023-12-18,tiktok,music,tweet,japan,919348,34013,38438,18076,low,18-24,OMR
Post_4282,2023-08-31,tiktok,education,shorts,japan,4461875,81049,47612,7747,high,25-34,Tambaram
Post_4283,2023-01-05,tiktok,fashion,post,india,249167,103790,7499,15286,high,18-24,T Nagar
Post_4284,2023-06-21,instagram,fitness,reel,germany,782140,39109,45106,34619,medium,13-17,T Nagar
Post_4285,2023-10-13,youtube,gaming,live stream,germany,7810,277197,12486,422,low,25-34,Velachery
Post_4286,2022-08-21,tiktok,viral,video,canada,3490701,123912,8189,45049,low,25-34,T Nagar
Post_4287,2023-10-12,instagram,fitness,tweet,canada,1701218,219365,32346,9017,medium,35-50,Adyar
Post_4288,2022-06-14,tiktok,music,post,uk,664216,474624,86948,42845,medium,25-34,Porur
Post_4289,2023-12-23,twitter,education,shorts,canada,2699566,112069,76606,25802,low,25-34,Velachery
Post_4290,2022-02-01,youtube,fitness,post,uk,468433,104947,95399,32253,high,35-50,Tambaram
Post_4291,2022-05-30,youtube,challenge,shorts,japan,2243196,90911,32317,38941,low,25-34,T Nagar
Post_4292,2023-09-04,tiktok,music,reel,brazil,50353,338919,5571,36018,medium,13-17,T Nagar
Post_4293,2023-01-29,tiktok,gaming,post,australia,2829163,17805,57264,24917,low,25-34,T Nagar
Post_4294,2023-02-16,youtube,challenge,reel,japan,1471005,425853,71495,7053,high,50+,Anna Nagar
Post_4295,2023-03-31,youtube,viral,reel,uk,2443556,441822,99479,5885,medium,18-24,Porur
Post_4296,2023-05-18,youtube,music,video,brazil,1973792,467441,30230,13710,medium,18-24,T Nagar
Post_4297,2023-11-17,youtube,fitness,video,usa,4478176,393579,14318,9635,high,18-24,Adyar
Post_4298,2023-05-26,tiktok,fitness,reel,brazil,3856234,410366,55392,8229,low,18-24,Velachery
Post_4299,2023-05-24,twitter,comedy,reel,india,4491907,492953,25891,28083,high,25-34,Nungambakkam
Post_4300,2022-07-07,youtube,dance,live stream,brazil,4082125,165615,21803,19119,medium,25-34,T Nagar
Post_4301,2023-11-14,youtube,dance,post,germany,4895487,174541,44267,7342,high,13-17,Anna Nagar
Post_4302,2023-05-24,tiktok,viral,reel,usa,1773094,293495,85955,19535,low,35-50,T Nagar
Post_4303,2022-10-25,youtube,fashion,reel,usa,4798416,63981,7160,25445,medium,35-50,Velachery
Post_4304,2023-04-18,instagram,comedy,video,germany,4642714,29147,73143,24735,low,25-34,Anna Nagar
Post_4305,2022-02-25,youtube,fashion,shorts,germany,4414650,498878,2231,356,high,35-50,Porur
Post_4306,2023-02-20,twitter,viral,live stream,germany,2135331,187868,62579,45556,high,18-24,Adyar
Post_4307,2022-06-24,youtube,fashion,reel,japan,1447626,289168,47520,15645,low,25-34,Adyar
Post_4308,2022-06-23,tiktok,fitness,live stream,japan,4725553,83787,37879,49935,high,25-34,Adyar
Post_4309,2023-09-13,instagram,education,video,uk,419463,183965,12276,24832,high,25-34,T Nagar
Post_4310,2022-07-30,youtube,education,shorts,germany,1066075,13285,75433,25566,low,35-50,Velachery
Post_4311,2023-04-02,instagram,fitness,reel,india,1825709,104030,69496,17900,high,18-24,Nungambakkam
Post_4312,2022-12-06,tiktok,gaming,reel,japan,4115760,324790,37978,36114,medium,35-50,Tambaram
Post_4313,2022-07-19,youtube,music,reel,brazil,3685844,223830,55996,25133,low,18-24,Porur
Post_4314,2023-07-27,tiktok,education,live stream,germany,4359955,213360,39553,32002,low,35-50,Tambaram
Post_4315,2022-04-20,instagram,challenge,post,canada,712323,159720,86640,24901,high,50+,T Nagar
Post_4316,2022-11-27,youtube,tech,reel,india,2932639,87828,55827,27573,medium,18-24,Anna Nagar
Post_4317,2023-12-09,instagram,tech,video,canada,2481313,163409,29625,20363,medium,25-34,T Nagar
Post_4318,2023-05-20,instagram,fitness,tweet,australia,4447344,202595,89767,16312,medium,13-17,Anna Nagar
Post_4319,2022-09-08,tiktok,music,reel,usa,4317598,276382,58474,10871,low,18-24,T Nagar
Post_4320,2023-02-15,tiktok,gaming,live stream,usa,291464,3431,54119,12110,low,18-24,Velachery
Post_4321,2023-09-19,instagram,education,tweet,canada,3031467,389739,73465,30244,medium,25-34,OMR
Post_4322,2023-04-19,youtube,fitness,reel,india,3693552,249768,16084,5323,medium,50+,Porur
Post_4323,2023-06-04,twitter,music,post,canada,2726954,166440,92571,7667,medium,35-50,OMR
Post_4324,2022-02-21,youtube,comedy,post,india,2725186,453828,56158,21964,high,25-34,Nungambakkam
Post_4325,2023-01-29,instagram,challenge,reel,germany,886426,77304,13067,5337,low,25-34,T Nagar
Post_4326,2023-01-09,instagram,tech,reel,germany,4821524,61393,87511,45741,low,50+,T Nagar
Post_4327,2022-06-11,youtube,music,reel,uk,3738116,115957,28372,25689,low,13-17,OMR
Post_4328,2022-10-05,tiktok,tech,post,australia,4594690,34250,79276,10244,high,50+,Anna Nagar
Post_4329,2023-12-21,twitter,gaming,tweet,usa,890622,28385,91934,40148,medium,18-24,Anna Nagar
Post_4330,2023-02-25,twitter,fitness,post,canada,1129787,317233,81454,20816,low,35-50,Anna Nagar
Post_4331,2022-09-16,youtube,gaming,shorts,germany,4730234,137638,45719,35610,high,18-24,Anna Nagar
Post_4332,2023-03-21,youtube,gaming,tweet,india,2224355,277794,58198,36236,high,18-24,Adyar
Post_4333,2023-04-03,youtube,challenge,tweet,usa,1055813,486108,68766,13023,medium,25-34,Velachery
Post_4334,2023-09-16,instagram,fashion,tweet,india,3084526,328466,50665,1143,low,25-34,Adyar
Post_4335,2023-07-06,youtube,tech,post,canada,3049194,272894,5311,41670,high,18-24,OMR
Post_4336,2022-08-03,instagram,fitness,video,japan,1976436,196516,93950,14802,high,13-17,Velachery
Post_4337,2022-12-28,tiktok,gaming,shorts,india,2897766,200954,87327,8808,medium,25-34,Anna Nagar
Post_4338,2023-08-01,twitter,challenge,video,india,154645,16361,52378,49516,high,50+,T Nagar
Post_4339,2023-03-21,youtube,gaming,tweet,brazil,4703630,321802,23792,367,low,18-24,Anna Nagar
Post_4340,2023-12-21,tiktok,fitness,post,japan,1823643,250776,13446,24572,medium,18-24,OMR
Post_4341,2023-07-04,instagram,fitness,reel,canada,3274826,163123,83423,21320,high,18-24,Tambaram
Post_4342,2023-08-02,instagram,viral,reel,japan,2896284,298030,9484,38997,high,13-17,OMR
Post_4343,2022-10-02,tiktok,music,video,uk,3317729,116194,2028,7496,high,25-34,Anna Nagar
Post_4344,2023-12-29,instagram,fitness,live stream,japan,4487563,464720,58373,32131,low,25-34,Adyar
Post_4345,2022-09-21,twitter,comedy,post,brazil,2329784,261145,22025,8805,high,25-34,Adyar
Post_4346,2023-09-07,tiktok,viral,video,japan,3059064,460974,21878,36819,medium,18-24,Velachery
Post_4347,2022-02-27,youtube,music,video,canada,3033270,51007,21168,7800,medium,35-50,Adyar
Post_4348,2022-09-12,youtube,fashion,reel,india,82665,62403,34856,42188,low,25-34,Velachery
Post_4349,2023-09-08,twitter,dance,post,usa,867101,79921,53160,12692,medium,35-50,Adyar
Post_4350,2022-04-24,instagram,music,post,germany,196186,418310,29119,33093,high,25-34,OMR
Post_4351,2023-11-14,tiktok,comedy,video,usa,3318543,8969,75591,42308,low,25-34,T Nagar
Post_4352,2022-08-17,youtube,comedy,post,usa,2245167,373576,11950,17147,low,25-34,OMR
Post_4353,2023-10-08,instagram,dance,live stream,germany,498614,77138,95772,32235,low,18-24,T Nagar
Post_4354,2022-10-14,tiktok,challenge,shorts,canada,847940,380765,39970,29031,high,50+,T Nagar
Post_4355,2023-07-16,twitter,viral,video,canada,1614171,402810,51138,42356,medium,25-34,Nungambakkam
Post_4356,2022-05-19,instagram,fashion,video,germany,4680679,293744,29872,10322,low,25-34,Nungambakkam
Post_4357,2023-08-19,tiktok,music,reel,uk,3771142,228803,45574,47221,medium,18-24,T Nagar
Post_4358,2023-01-02,youtube,tech,video,brazil,3354640,123496,73616,39633,low,25-34,Velachery
Post_4359,2023-11-01,youtube,fitness,live stream,australia,818282,458526,74074,3589,low,25-34,T Nagar
Post_4360,2023-07-03,instagram,music,video,india,4309403,216401,26305,39385,low,18-24,Velachery
Post_4361,2023-10-27,instagram,fitness,reel,uk,3194403,260682,76842,15971,medium,13-17,Tambaram
Post_4362,2022-05-08,instagram,fashion,tweet,australia,1520447,20790,87638,21215,medium,25-34,Nungambakkam
Post_4363,2022-11-19,tiktok,tech,live stream,brazil,4012898,181340,98327,31111,low,25-34,OMR
Post_4364,2023-12-11,tiktok,tech,reel,japan,4738286,411605,87411,40613,medium,18-24,Velachery
Post_4365,2022-05-02,twitter,tech,reel,uk,3740619,239084,56082,20155,high,18-24,Adyar
Post_4366,2023-08-31,twitter,comedy,live stream,usa,947096,449377,99953,19082,low,35-50,Anna Nagar
Post_4367,2022-07-17,instagram,gaming,live stream,germany,1815108,311741,16886,34948,medium,13-17,Porur
Post_4368,2023-09-29,instagram,music,video,japan,2808130,115962,9701,43849,medium,18-24,Porur
Post_4369,2023-02-16,youtube,challenge,shorts,japan,903431,290789,94929,34805,medium,18-24,Adyar
Post_4370,2023-09-03,twitter,fitness,live stream,india,3338024,257886,33840,16547,low,18-24,Anna Nagar
Post_4371,2023-07-26,tiktok,comedy,reel,uk,939687,196880,64509,3021,low,18-24,Anna Nagar
Post_4372,2022-04-12,twitter,fashion,tweet,canada,1737194,499309,81979,29974,low,25-34,T Nagar
Post_4373,2022-11-09,youtube,tech,live stream,australia,387184,220530,48240,40769,medium,13-17,Tambaram
Post_4374,2023-04-30,instagram,dance,tweet,uk,3192456,38469,3444,1286,medium,18-24,Velachery
Post_4375,2022-10-03,youtube,comedy,live stream,brazil,2023845,166290,32114,12609,high,25-34,Anna Nagar
Post_4376,2022-06-18,youtube,education,tweet,uk,1174209,49685,36336,21636,high,25-34,Velachery
Post_4377,2022-10-24,tiktok,music,tweet,germany,4603856,171523,44524,46309,low,18-24,Tambaram
Post_4378,2022-09-15,tiktok,comedy,live stream,uk,838530,238746,87605,1193,medium,35-50,T Nagar
Post_4379,2023-06-24,tiktok,gaming,tweet,uk,3616888,159221,64720,28693,low,13-17,Porur
Post_4380,2023-05-01,tiktok,dance,live stream,japan,746217,153509,56520,48786,medium,18-24,Porur
Post_4381,2023-07-25,instagram,fitness,live stream,canada,1176367,412820,10950,43729,low,13-17,Nungambakkam
Post_4382,2022-11-16,youtube,education,reel,uk,2589570,76129,95385,23497,high,13-17,Velachery
Post_4383,2022-01-15,twitter,tech,tweet,brazil,1200061,282587,23371,29152,medium,25-34,Anna Nagar
Post_4384,2023-03-05,instagram,tech,shorts,usa,3570089,335278,91228,47015,low,25-34,Velachery
Post_4385,2022-02-26,tiktok,fashion,tweet,brazil,2252723,348883,38959,6709,low,35-50,Anna Nagar
Post_4386,2022-12-07,youtube,education,shorts,usa,4651762,237587,10380,40921,low,25-34,T Nagar
Post_4387,2023-03-17,tiktok,fashion,tweet,australia,4906990,213275,81187,21239,low,50+,Adyar
Post_4388,2022-01-27,tiktok,fashion,reel,australia,4592642,5201,65853,17955,medium,13-17,Velachery
Post_4389,2023-01-03,twitter,challenge,video,usa,3975840,247776,42724,29220,high,18-24,Porur
Post_4390,2023-08-13,twitter,gaming,tweet,usa,230848,14445,34663,9023,medium,13-17,T Nagar
Post_4391,2022-02-12,instagram,fashion,reel,brazil,2750057,417313,58474,6414,medium,18-24,OMR
Post_4392,2022-09-23,instagram,fitness,shorts,australia,4608617,83329,8332,25349,low,18-24,Tambaram
Post_4393,2023-02-13,youtube,fashion,tweet,australia,2796853,277310,49504,4306,high,25-34,Tambaram
Post_4394,2023-03-04,youtube,challenge,shorts,brazil,2907246,316674,22139,30606,low,13-17,Porur
Post_4395,2022-03-13,tiktok,gaming,shorts,brazil,2710476,51266,2269,35709,low,35-50,OMR
Post_4396,2023-09-26,youtube,comedy,shorts,australia,1373454,399246,42658,30494,high,35-50,Porur
Post_4397,2023-11-26,tiktok,fashion,tweet,india,582999,200303,2292,45395,high,18-24,Anna Nagar
Post_4398,2022-06-28,twitter,fashion,video,japan,4921777,99498,92717,22408,high,18-24,Adyar
Post_4399,2022-04-01,twitter,dance,video,germany,537340,457261,50869,8177,low,18-24,T Nagar
Post_4400,2023-12-13,youtube,tech,live stream,uk,2841356,453277,82886,41269,high,18-24,T Nagar
Post_4401,2023-06-23,instagram,dance,post,australia,4622736,263342,43263,10974,high,13-17,Anna Nagar
Post_4402,2022-12-10,twitter,education,shorts,brazil,3037201,417123,64193,32678,low,25-34,T Nagar
Post_4403,2022-08-21,twitter,gaming,live stream,india,4775115,173834,81079,11190,low,18-24,Anna Nagar
Post_4404,2023-02-07,tiktok,gaming,video,japan,3258029,425865,19999,22302,low,18-24,T Nagar
Post_4405,2023-05-10,tiktok,challenge,video,usa,1856036,155912,86548,37551,high,50+,T Nagar
Post_4406,2023-10-28,tiktok,gaming,post,germany,737720,449979,95027,2597,medium,25-34,Porur
Post_4407,2022-01-03,tiktok,challenge,shorts,japan,3734868,430185,97021,20606,low,35-50,T Nagar
Post_4408,2022-02-27,instagram,fashion,post,japan,563991,425610,63863,38250,high,13-17,OMR
Post_4409,2022-10-20,twitter,gaming,post,australia,1282138,326018,62192,21252,low,25-34,T Nagar
Post_4410,2022-02-12,youtube,comedy,reel,usa,1599830,114184,22013,4679,high,25-34,Porur
Post_4411,2022-12-08,instagram,gaming,reel,germany,467214,397417,72166,13251,low,13-17,Porur
Post_4412,2022-12-23,youtube,tech,tweet,usa,2721832,396009,59393,23579,low,13-17,OMR
Post_4413,2022-09-09,twitter,fitness,post,india,813436,150574,60145,45183,low,35-50,OMR
Post_4414,2022-08-15,twitter,fashion,tweet,brazil,254930,321153,79004,5540,high,25-34,T Nagar
Post_4415,2022-10-07,tiktok,dance,reel,uk,2976863,92424,67422,45430,low,18-24,Nungambakkam
Post_4416,2022-07-25,tiktok,viral,video,usa,3544239,157677,52712,18293,medium,18-24,Porur
Post_4417,2022-12-02,youtube,tech,live stream,uk,3524926,301463,22012,41393,high,25-34,Porur
Post_4418,2022-10-15,instagram,gaming,video,india,2257240,452058,18608,10444,low,13-17,OMR
Post_4419,2022-06-15,twitter,comedy,reel,canada,4358378,329756,47703,6187,high,25-34,Anna Nagar
Post_4420,2023-08-30,twitter,fashion,video,uk,4848504,370506,57130,27458,medium,18-24,Porur
Post_4421,2022-06-28,tiktok,gaming,reel,australia,1595215,423374,28961,38085,medium,13-17,Anna Nagar
Post_4422,2022-11-20,instagram,viral,video,india,267239,358950,54558,25006,low,50+,Adyar
Post_4423,2022-03-06,youtube,viral,tweet,australia,3012082,421961,52912,1842,medium,25-34,T Nagar
Post_4424,2023-03-22,instagram,gaming,tweet,germany,554142,60701,68343,16296,high,25-34,Porur
Post_4425,2023-05-09,twitter,fitness,tweet,australia,751792,34057,22585,6591,low,25-34,T Nagar
Post_4426,2022-11-20,youtube,dance,video,uk,719722,458100,94550,26603,low,18-24,Anna Nagar
Post_4427,2022-11-19,youtube,viral,reel,germany,4983897,256077,71883,39186,medium,18-24,Adyar
Post_4428,2022-03-05,tiktok,tech,tweet,usa,4305709,405655,44565,43719,low,13-17,Tambaram
Post_4429,2023-11-17,instagram,challenge,post,japan,3147607,123912,24092,41902,high,18-24,Adyar
Post_4430,2022-08-05,twitter,tech,live stream,india,3490352,413255,51747,17805,medium,35-50,Anna Nagar
Post_4431,2022-03-11,youtube,challenge,shorts,uk,3478951,72455,68320,473,low,25-34,T Nagar
Post_4432,2022-03-14,tiktok,tech,video,brazil,1587926,454473,51082,30682,medium,18-24,Tambaram
Post_4433,2023-03-02,youtube,gaming,post,usa,1195872,119293,22493,5224,medium,25-34,Nungambakkam
Post_4434,2022-02-12,twitter,tech,live stream,canada,516620,7855,54958,12841,high,50+,Tambaram
Post_4435,2022-12-31,twitter,dance,tweet,usa,2877882,3704,99815,2199,low,18-24,Velachery
Post_4436,2022-12-25,tiktok,gaming,post,usa,1912258,227267,59710,19661,medium,18-24,Porur
Post_4437,2023-08-15,instagram,music,live stream,usa,466743,253098,39009,47537,high,18-24,Velachery
Post_4438,2023-05-01,tiktok,education,shorts,australia,1111633,356767,16497,5222,medium,25-34,Adyar
